Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,IsGarageIncluded
1126,2,60.0,10434.0,4,5,1955,1955,0.0,0.0,0.0,1005.0,1005.0,1005.0,0.0,0.0,1005.0,0,0,1,0,2,1,5,1,1977,2,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2009,115000.0,True
1127,12,53.0,3684.0,7,5,2007,2007,130.0,0.0,0.0,1373.0,1373.0,1555.0,0.0,0.0,1555.0,0,0,2,0,2,1,7,1,2007,3,660.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0,6,2009,174000.0,True
1128,2,182.0,14572.0,7,5,2004,2004,0.0,1300.0,0.0,230.0,1530.0,1530.0,0.0,0.0,1530.0,1,0,2,0,3,1,7,1,2004,3,630.0,144.0,36.0,0.0,0.0,0.0,0.0,0.0,11,2007,259000.0,True
1129,6,59.0,11796.0,7,5,2004,2005,0.0,0.0,0.0,847.0,847.0,847.0,1112.0,0.0,1959.0,0,0,2,1,4,1,8,1,2004,2,434.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7,2007,215000.0,True
1130,9,60.0,7200.0,5,5,1980,1980,180.0,936.0,0.0,0.0,936.0,936.0,0.0,0.0,936.0,1,0,1,0,2,1,4,0,1980,2,672.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,140000.0,True
1131,5,65.0,7804.0,4,3,1928,1950,0.0,622.0,0.0,500.0,1122.0,1328.0,653.0,0.0,1981.0,1,0,2,0,4,1,7,2,1981,2,576.0,431.0,44.0,0.0,0.0,0.0,0.0,0.0,12,2009,135000.0,True
1132,2,63.0,10712.0,5,5,1991,1992,0.0,212.0,0.0,762.0,974.0,974.0,0.0,0.0,974.0,0,0,1,0,3,1,5,0,-1,0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9,2007,93500.0,False
1133,7,90.0,9900.0,6,4,1880,1950,0.0,0.0,0.0,1008.0,1008.0,1178.0,1032.0,0.0,2210.0,0,0,2,0,5,1,8,0,1930,1,205.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,5,2007,117500.0,True
1134,6,80.0,9828.0,8,5,1995,1995,0.0,584.0,0.0,544.0,1128.0,1142.0,878.0,0.0,2020.0,0,0,2,1,3,1,8,1,1995,2,466.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,6,2009,239500.0,True
1135,6,57.0,8773.0,6,5,1997,1997,0.0,0.0,0.0,916.0,916.0,916.0,684.0,0.0,1600.0,0,0,2,1,3,1,7,1,1997,2,460.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,8,2007,169000.0,True
1136,3,60.0,6180.0,6,5,1926,1950,0.0,0.0,0.0,960.0,960.0,986.0,0.0,0.0,986.0,0,0,1,0,2,1,5,1,1926,1,180.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,5,2007,102000.0,True
1137,5,80.0,9600.0,6,5,1950,1950,0.0,280.0,0.0,752.0,1032.0,1032.0,220.0,0.0,1252.0,0,0,1,0,3,1,6,0,1950,1,288.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,4,2008,119000.0,True
1138,5,54.0,6342.0,5,8,1875,1996,0.0,0.0,0.0,780.0,780.0,780.0,240.0,0.0,1020.0,0,0,1,0,2,1,6,0,-1,0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,5,2010,94000.0,False
1139,2,70.04995836802665,9819.0,6,5,1977,1977,0.0,1567.0,0.0,0.0,1567.0,1567.0,0.0,0.0,1567.0,1,0,2,0,2,1,5,2,1977,2,714.0,264.0,32.0,0.0,0.0,0.0,0.0,0.0,5,2009,196000.0,True
1140,3,98.0,8731.0,5,5,1920,1950,0.0,645.0,0.0,270.0,915.0,1167.0,0.0,0.0,1167.0,0,0,1,0,3,1,6,1,1972,2,495.0,0.0,0.0,216.0,0.0,126.0,0.0,0.0,5,2007,144000.0,True
1141,2,60.0,7350.0,5,7,1951,1951,0.0,852.0,0.0,100.0,952.0,952.0,0.0,0.0,952.0,1,0,1,0,2,1,4,0,1988,2,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,139000.0,True
1142,6,70.04995836802665,10304.0,5,7,1976,1976,44.0,381.0,0.0,399.0,780.0,1088.0,780.0,0.0,1868.0,1,0,2,1,4,1,9,1,1976,2,484.0,448.0,96.0,0.0,0.0,0.0,0.0,0.0,10,2009,197500.0,True
1143,6,77.0,9965.0,8,5,2006,2007,340.0,1150.0,0.0,316.0,1466.0,1466.0,1362.0,0.0,2828.0,1,0,3,0,4,1,11,1,2006,3,1052.0,125.0,144.0,0.0,0.0,0.0,0.0,0.0,4,2007,424870.0,True
1144,2,70.04995836802665,9000.0,5,3,1959,1959,0.0,288.0,0.0,718.0,1006.0,1006.0,0.0,0.0,1006.0,0,0,1,0,3,1,5,0,-1,0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,7,2008,80000.0,False
1145,19,60.0,12180.0,4,4,1941,1950,0.0,348.0,0.0,324.0,672.0,672.0,252.0,0.0,924.0,1,0,1,0,2,1,5,0,1941,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2010,80000.0,True
1146,5,52.0,6240.0,5,6,1928,1950,0.0,0.0,0.0,1042.0,1042.0,1042.0,534.0,0.0,1576.0,0,0,1,0,3,1,8,1,1928,1,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2006,149000.0,True
1147,2,70.04995836802665,11200.0,6,5,1985,1985,85.0,1258.0,0.0,40.0,1298.0,1298.0,0.0,0.0,1298.0,1,0,2,0,3,1,5,1,1985,2,403.0,165.0,26.0,0.0,0.0,0.0,0.0,0.0,5,2006,180000.0,True
1148,7,75.0,12000.0,7,7,1941,1950,0.0,275.0,0.0,429.0,704.0,860.0,704.0,0.0,1564.0,0,0,1,1,3,1,7,1,1941,1,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,174500.0,True
1149,5,70.04995836802665,5700.0,7,7,1926,1950,0.0,0.0,0.0,572.0,572.0,572.0,539.0,0.0,1111.0,0,0,1,0,2,1,5,1,1982,1,288.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,8,2008,116900.0,True
1150,7,50.0,9000.0,7,9,1920,1988,0.0,624.0,0.0,26.0,650.0,832.0,650.0,0.0,1482.0,0,1,1,0,3,1,7,0,1930,2,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,143000.0,True
1151,2,57.0,8280.0,6,5,1950,1950,0.0,0.0,0.0,932.0,932.0,932.0,0.0,0.0,932.0,0,0,1,0,2,1,4,1,1950,1,306.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,11,2007,124000.0,True
1152,2,134.0,17755.0,5,4,1959,1959,132.0,176.0,0.0,1290.0,1466.0,1466.0,0.0,0.0,1466.0,0,0,1,1,3,1,6,2,1959,2,528.0,0.0,140.0,0.0,0.0,100.0,0.0,0.0,11,2006,149900.0,True
1153,2,90.0,14115.0,6,7,1956,2004,0.0,296.0,547.0,230.0,1073.0,1811.0,0.0,0.0,1811.0,0,0,1,0,2,1,6,1,1956,2,470.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,7,2006,230000.0,True
1154,3,70.04995836802665,5890.0,6,8,1930,2007,0.0,538.0,0.0,278.0,816.0,816.0,0.0,0.0,816.0,0,0,1,0,2,1,5,0,2002,1,432.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,6,2008,120500.0,True
1155,6,70.04995836802665,13700.0,7,6,1965,1988,288.0,454.0,0.0,410.0,864.0,902.0,918.0,0.0,1820.0,0,0,1,2,4,1,8,2,1965,2,492.0,60.0,84.0,0.0,0.0,273.0,0.0,0.0,5,2008,201800.0,True
1156,2,90.0,10768.0,5,8,1976,2004,0.0,1157.0,0.0,280.0,1437.0,1437.0,0.0,0.0,1437.0,1,0,2,0,3,1,6,1,1976,2,528.0,0.0,21.0,0.0,0.0,180.0,0.0,0.0,7,2007,218000.0,True
1157,8,85.0,9350.0,5,8,1965,1999,0.0,633.0,0.0,586.0,1219.0,1265.0,0.0,0.0,1265.0,0,1,2,0,3,1,6,1,1965,2,502.0,0.0,92.0,0.0,96.0,0.0,0.0,0.0,10,2008,179900.0,True
1158,12,34.0,5001.0,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314.0,0.0,0.0,1314.0,1,0,2,0,2,1,6,1,2008,2,626.0,172.0,62.0,0.0,0.0,0.0,0.0,0.0,7,2009,230000.0,True
1159,2,92.0,11932.0,8,5,2007,2008,186.0,0.0,0.0,1580.0,1580.0,1580.0,0.0,0.0,1580.0,0,0,2,0,3,1,7,0,2008,3,830.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6,2008,235128.0,True
1160,6,76.0,9120.0,6,6,1974,1974,270.0,442.0,0.0,459.0,901.0,943.0,933.0,0.0,1876.0,0,0,2,1,4,1,8,1,1974,2,540.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,7,2008,185000.0,True
1161,16,24.0,2280.0,6,5,1978,1978,0.0,311.0,0.0,544.0,855.0,855.0,601.0,0.0,1456.0,0,0,2,1,3,1,7,1,1978,2,440.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2010,146000.0,True
1162,2,70.04995836802665,14778.0,6,7,1954,2006,72.0,728.0,0.0,568.0,1296.0,1640.0,0.0,0.0,1640.0,1,0,1,0,3,1,7,1,1993,2,924.0,108.0,0.0,0.0,216.0,0.0,0.0,0.0,11,2008,224000.0,True
1163,2,109.0,8724.0,5,5,1968,1968,0.0,492.0,0.0,402.0,894.0,894.0,0.0,0.0,894.0,0,0,1,0,3,1,5,1,1968,2,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,129000.0,True
1164,9,60.0,12900.0,4,4,1969,1969,0.0,1198.0,0.0,0.0,1198.0,1258.0,0.0,0.0,1258.0,2,0,0,2,0,2,6,0,1969,2,400.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008,108959.0,True
1165,8,70.04995836802665,16157.0,5,7,1978,1978,0.0,680.0,391.0,289.0,1360.0,1432.0,0.0,0.0,1432.0,1,0,1,1,2,1,5,1,1978,2,588.0,168.0,180.0,0.0,0.0,0.0,0.0,0.0,6,2007,194000.0,True
1166,2,79.0,9541.0,7,5,2009,2009,268.0,0.0,0.0,1502.0,1502.0,1502.0,0.0,0.0,1502.0,0,0,2,0,3,1,7,0,2009,2,644.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,9,2009,233170.0,True
1167,2,64.0,10475.0,8,5,2008,2008,72.0,0.0,0.0,1694.0,1694.0,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,7,0,2008,3,776.0,160.0,33.0,0.0,0.0,0.0,0.0,0.0,2,2010,245350.0,True
1168,6,58.0,10852.0,6,5,2000,2000,0.0,786.0,0.0,173.0,959.0,959.0,712.0,0.0,1671.0,1,0,2,1,3,1,7,1,2000,2,472.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2,2006,173000.0,True
1169,7,120.0,13728.0,6,7,1935,1986,0.0,626.0,0.0,501.0,1127.0,1236.0,872.0,0.0,2108.0,0,0,2,0,4,1,7,2,1935,2,540.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,7,2008,235000.0,True
1170,6,118.0,35760.0,10,5,1995,1996,1378.0,1387.0,0.0,543.0,1930.0,1831.0,1796.0,0.0,3627.0,1,0,3,1,4,1,10,1,1995,3,807.0,361.0,76.0,0.0,0.0,0.0,0.0,0.0,7,2006,625000.0,True
1171,8,76.0,9880.0,6,6,1977,1977,0.0,522.0,0.0,574.0,1096.0,1118.0,0.0,0.0,1118.0,1,0,1,0,3,1,6,1,1977,1,358.0,203.0,0.0,0.0,0.0,0.0,576.0,0.0,7,2008,171000.0,True
1172,2,76.0,9120.0,6,6,1958,1958,0.0,662.0,0.0,599.0,1261.0,1261.0,0.0,0.0,1261.0,1,0,1,0,3,1,6,1,1958,2,433.0,0.0,0.0,0.0,0.0,288.0,0.0,1400.0,11,2008,163000.0,True
1173,16,35.0,4017.0,7,5,2006,2007,0.0,0.0,0.0,625.0,625.0,625.0,625.0,0.0,1250.0,0,0,2,1,2,1,5,0,2006,2,625.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3,2008,171900.0,True
1174,5,138.0,18030.0,5,6,1946,1994,0.0,152.0,469.0,977.0,1598.0,1636.0,971.0,479.0,3086.0,0,0,3,0,3,1,12,1,-1,0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,200500.0,False
1175,7,80.0,16560.0,6,8,1932,1950,0.0,503.0,0.0,449.0,952.0,1170.0,1175.0,0.0,2345.0,0,0,2,1,4,1,9,1,1932,2,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,239000.0,True
1176,5,85.0,10678.0,8,5,1992,2000,337.0,700.0,0.0,983.0,1683.0,2129.0,743.0,0.0,2872.0,0,0,2,1,4,1,9,1,1992,2,541.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4,2007,285000.0,True
1177,2,37.0,6951.0,5,5,1984,1985,0.0,658.0,0.0,218.0,876.0,923.0,0.0,0.0,923.0,1,0,1,0,3,1,5,0,1984,1,264.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,119500.0,True
1178,5,70.04995836802665,3950.0,6,8,1926,2004,0.0,468.0,0.0,350.0,818.0,818.0,406.0,0.0,1224.0,0,0,1,0,3,1,5,0,1926,1,210.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,12,2009,115000.0,True
1179,5,54.0,7681.0,5,6,1921,1950,0.0,0.0,0.0,731.0,731.0,820.0,523.0,0.0,1343.0,0,0,1,1,3,1,7,1,1921,1,186.0,192.0,0.0,102.0,0.0,0.0,0.0,0.0,7,2009,154900.0,True
1180,2,77.0,8335.0,5,5,1954,1954,0.0,0.0,0.0,0.0,0.0,1124.0,0.0,0.0,1124.0,0,0,1,0,3,1,5,1,-1,0,0.0,0.0,36.0,190.0,0.0,0.0,0.0,0.0,4,2006,93000.0,False
1181,6,70.04995836802665,11170.0,7,5,1990,1991,0.0,1216.0,0.0,0.0,1216.0,1298.0,1216.0,0.0,2514.0,0,0,2,1,4,1,8,0,1990,2,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,250000.0,True
1182,12,64.0,5587.0,8,5,2008,2008,186.0,1480.0,0.0,120.0,1600.0,1652.0,0.0,0.0,1652.0,1,1,2,0,2,1,5,1,2008,2,482.0,162.0,53.0,0.0,153.0,0.0,0.0,0.0,11,2008,392500.0,True
1183,6,160.0,15623.0,10,5,1996,1996,0.0,2096.0,0.0,300.0,2396.0,2411.0,2065.0,0.0,4476.0,1,0,3,1,4,1,10,2,1996,3,813.0,171.0,78.0,0.0,0.0,0.0,555.0,0.0,7,2007,745000.0,True
1184,3,60.0,10800.0,5,6,1920,1950,0.0,821.0,0.0,299.0,1120.0,1130.0,0.0,0.0,1130.0,1,0,1,0,2,1,5,1,1970,2,720.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,120000.0,True
1185,2,50.0,35133.0,5,4,1963,1963,226.0,1159.0,0.0,413.0,1572.0,1572.0,0.0,0.0,1572.0,1,0,1,1,3,1,5,2,1963,3,995.0,0.0,263.0,0.0,0.0,263.0,0.0,0.0,5,2007,186700.0,True
1186,5,60.0,9738.0,5,7,1924,1950,0.0,392.0,0.0,392.0,784.0,949.0,272.0,0.0,1221.0,1,0,1,0,4,1,7,0,1965,1,392.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,3,2006,104900.0,True
1187,19,107.0,10615.0,3,5,1900,1970,0.0,440.0,0.0,538.0,978.0,1014.0,685.0,0.0,1699.0,1,0,2,0,3,2,7,0,1920,2,420.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,8,2009,95000.0,True
1188,2,89.0,12461.0,8,5,1994,1995,0.0,1456.0,0.0,168.0,1624.0,1624.0,0.0,0.0,1624.0,1,0,2,0,2,1,5,1,1994,3,757.0,0.0,114.0,192.0,0.0,0.0,0.0,0.0,7,2006,262000.0,True
1189,6,68.0,8935.0,7,5,2002,2002,95.0,0.0,0.0,831.0,831.0,831.0,829.0,0.0,1660.0,0,0,2,1,3,1,7,0,2002,2,493.0,144.0,68.0,0.0,0.0,0.0,0.0,0.0,7,2009,195000.0,True
1190,6,60.0,7500.0,7,5,1999,1999,0.0,0.0,0.0,994.0,994.0,1028.0,776.0,0.0,1804.0,0,0,2,1,3,1,7,1,1999,2,442.0,140.0,60.0,0.0,0.0,0.0,0.0,0.0,6,2010,189000.0,True
1191,19,70.04995836802665,32463.0,4,4,1961,1975,149.0,1159.0,0.0,90.0,1249.0,1622.0,0.0,0.0,1622.0,1,0,1,0,3,1,7,1,1975,4,1356.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,168000.0,True
1192,16,24.0,2645.0,8,5,1999,2000,456.0,0.0,0.0,776.0,776.0,764.0,677.0,0.0,1441.0,0,0,2,1,2,1,5,0,1999,2,492.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,174000.0,True
1193,5,60.0,9600.0,5,8,1925,1994,0.0,0.0,0.0,702.0,702.0,842.0,630.0,0.0,1472.0,0,0,1,0,3,1,6,0,1925,1,250.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,7,2007,125000.0,True
1194,12,70.04995836802665,4500.0,6,5,1999,1999,425.0,883.0,0.0,341.0,1224.0,1224.0,0.0,0.0,1224.0,1,0,2,0,2,1,5,0,1999,2,402.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,6,2009,165000.0,True
1195,6,80.0,9364.0,6,7,1969,1969,143.0,371.0,0.0,292.0,663.0,663.0,689.0,0.0,1352.0,0,0,1,1,4,1,7,0,1969,1,299.0,379.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2010,158000.0,True
1196,6,51.0,8029.0,6,5,2005,2005,0.0,0.0,0.0,728.0,728.0,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,8,0,2005,2,400.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,7,2008,176000.0,True
1197,6,58.0,14054.0,7,5,2006,2006,0.0,0.0,0.0,879.0,879.0,879.0,984.0,0.0,1863.0,0,0,2,1,4,1,9,1,2006,3,660.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,11,2006,219210.0,True
1198,7,65.0,8850.0,7,6,1916,1950,0.0,0.0,0.0,815.0,815.0,815.0,875.0,0.0,1690.0,0,0,1,0,3,1,7,1,1916,1,225.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,7,2006,144000.0,True
1199,2,70.0,9100.0,7,5,2001,2001,0.0,0.0,0.0,1212.0,1212.0,1212.0,0.0,0.0,1212.0,0,0,2,0,3,1,6,0,2001,2,573.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,178000.0,True
1200,2,75.0,11235.0,4,5,1963,1979,51.0,547.0,0.0,504.0,1051.0,1382.0,0.0,0.0,1382.0,0,0,1,1,3,1,6,1,1974,2,459.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,10,2006,148000.0,True
1201,2,71.0,9353.0,4,5,1970,1970,0.0,0.0,0.0,864.0,864.0,864.0,0.0,0.0,864.0,0,0,1,0,3,1,5,0,1972,1,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,116050.0,True
1202,6,80.0,10400.0,7,5,1998,1998,0.0,0.0,0.0,866.0,866.0,866.0,913.0,0.0,1779.0,0,0,2,1,3,1,6,0,1998,2,546.0,198.0,36.0,0.0,0.0,0.0,0.0,0.0,3,2009,197900.0,True
1203,5,50.0,6000.0,5,8,1925,1997,0.0,0.0,0.0,884.0,884.0,884.0,464.0,0.0,1348.0,1,0,1,0,3,1,5,1,1960,1,216.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,5,2009,117000.0,True
1204,2,75.0,9750.0,7,5,2000,2001,171.0,0.0,0.0,1630.0,1630.0,1630.0,0.0,0.0,1630.0,0,0,2,0,3,1,6,1,2000,2,451.0,74.0,234.0,0.0,0.0,0.0,0.0,0.0,10,2009,213000.0,True
1205,2,78.0,10140.0,5,6,1975,1975,0.0,788.0,0.0,268.0,1056.0,1074.0,0.0,0.0,1074.0,1,0,1,1,3,1,6,0,1975,2,495.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,7,2006,153500.0,True
1206,2,90.0,14684.0,7,7,1990,1991,234.0,485.0,177.0,1496.0,2158.0,2196.0,0.0,0.0,2196.0,0,0,2,0,3,1,7,1,1990,3,701.0,84.0,70.0,0.0,0.0,0.0,0.0,0.0,6,2009,271900.0,True
1207,2,70.04995836802665,8900.0,4,4,1966,1966,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1,0,1,0,2,1,5,0,1966,1,384.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,11,2006,107000.0,True
1208,2,70.0,9135.0,6,5,2003,2003,120.0,340.0,0.0,1342.0,1682.0,1700.0,0.0,0.0,1700.0,1,0,2,0,3,1,7,0,2003,2,544.0,192.0,23.0,0.0,0.0,0.0,0.0,0.0,5,2006,200000.0,True
1209,2,70.0,7763.0,5,7,1962,1980,0.0,504.0,108.0,319.0,931.0,1283.0,0.0,0.0,1283.0,1,0,1,0,3,1,6,0,1980,2,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,140000.0,True
1210,2,85.0,10182.0,8,5,2006,2006,420.0,1220.0,0.0,440.0,1660.0,1660.0,0.0,0.0,1660.0,1,0,2,0,3,1,8,1,2006,2,500.0,322.0,50.0,0.0,0.0,0.0,0.0,0.0,5,2006,290000.0,True
1211,6,70.0,11218.0,6,5,1992,1992,0.0,0.0,0.0,1055.0,1055.0,1055.0,790.0,0.0,1845.0,0,0,2,1,3,1,8,1,1992,2,462.0,635.0,104.0,0.0,0.0,0.0,0.0,400.0,5,2010,189000.0,True
1212,5,152.0,12134.0,8,7,1988,2005,0.0,427.0,0.0,132.0,559.0,1080.0,672.0,0.0,1752.0,0,0,2,0,4,1,8,0,1988,2,492.0,325.0,12.0,0.0,0.0,0.0,0.0,0.0,6,2010,164000.0,True
1213,3,50.0,9340.0,4,6,1941,1950,0.0,344.0,0.0,328.0,672.0,672.0,0.0,0.0,672.0,1,0,1,0,2,1,4,0,1941,1,234.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,8,2009,113000.0,True
1214,8,70.04995836802665,10246.0,4,9,1965,2001,0.0,648.0,0.0,0.0,648.0,960.0,0.0,0.0,960.0,1,1,0,0,0,1,3,0,1965,1,364.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,145000.0,True
1215,8,69.0,10205.0,5,5,1962,1962,0.0,784.0,0.0,141.0,925.0,999.0,0.0,0.0,999.0,1,0,1,0,3,1,6,0,1962,1,300.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,5,2006,134500.0,True
1216,2,99.0,7094.0,5,5,1966,1966,0.0,180.0,374.0,340.0,894.0,894.0,0.0,0.0,894.0,0,0,1,0,3,1,5,0,1966,1,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,125000.0,True
1217,9,68.0,8930.0,6,5,1978,1978,0.0,0.0,0.0,0.0,0.0,1318.0,584.0,0.0,1902.0,0,0,2,0,4,2,8,0,1978,2,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,112000.0,True
1218,2,72.0,8640.0,8,5,2009,2009,72.0,936.0,0.0,364.0,1300.0,1314.0,0.0,0.0,1314.0,1,0,2,0,3,1,6,0,2009,2,552.0,135.0,112.0,0.0,0.0,0.0,0.0,0.0,9,2009,229456.0,True
1219,5,52.0,6240.0,4,5,1947,1950,0.0,0.0,0.0,0.0,0.0,672.0,240.0,0.0,912.0,0,0,1,0,2,1,3,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,80500.0,False
1220,16,21.0,1680.0,6,5,1971,1971,236.0,0.0,0.0,672.0,672.0,672.0,546.0,0.0,1218.0,0,0,1,1,3,1,7,0,-1,0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,91500.0,False
1221,2,66.0,7800.0,5,5,1964,1964,0.0,312.0,600.0,0.0,912.0,912.0,0.0,0.0,912.0,0,0,1,0,2,1,5,0,1964,1,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2006,115000.0,True
1222,2,55.0,8250.0,5,5,1968,1968,0.0,250.0,492.0,210.0,952.0,1211.0,0.0,0.0,1211.0,0,0,1,0,3,1,5,1,1968,1,322.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,8,2008,134000.0,True
1223,5,78.0,10496.0,6,6,1949,1950,320.0,196.0,0.0,844.0,1040.0,1168.0,678.0,0.0,1846.0,0,0,2,0,3,1,7,1,1949,1,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2007,143000.0,True
1224,2,89.0,10680.0,5,3,1951,1951,44.0,756.0,0.0,1380.0,2136.0,2136.0,0.0,0.0,2136.0,0,0,2,0,4,1,7,0,1951,2,528.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10,2006,137900.0,True
1225,6,60.0,15384.0,7,5,2004,2005,0.0,724.0,0.0,64.0,788.0,788.0,702.0,0.0,1490.0,1,0,2,1,3,1,8,1,2004,2,388.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,2,2008,184000.0,True
1226,8,65.0,10482.0,6,8,1958,1958,63.0,507.0,0.0,81.0,588.0,1138.0,0.0,0.0,1138.0,0,1,1,0,3,1,6,0,1958,1,264.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,145000.0,True
1227,6,86.0,14598.0,6,5,2007,2007,74.0,0.0,0.0,894.0,894.0,894.0,1039.0,0.0,1933.0,0,0,2,1,4,1,9,1,2007,3,668.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,1,2008,214000.0,True
1228,2,72.0,8872.0,5,8,1965,2008,300.0,595.0,0.0,317.0,912.0,912.0,0.0,0.0,912.0,1,0,1,0,2,1,5,0,1992,2,576.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,12,2008,147000.0,True
1229,12,65.0,8769.0,9,5,2008,2008,766.0,1540.0,0.0,162.0,1702.0,1702.0,0.0,0.0,1702.0,1,0,1,1,1,1,7,1,2008,3,1052.0,0.0,72.0,0.0,0.0,224.0,0.0,0.0,10,2008,367294.0,True
1230,8,70.0,7910.0,5,5,1960,1960,0.0,666.0,0.0,409.0,1075.0,1507.0,0.0,0.0,1507.0,0,0,2,0,4,1,7,0,1960,1,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,127000.0,True
1231,9,70.04995836802665,18890.0,5,5,1977,1977,1.0,498.0,211.0,652.0,1361.0,1361.0,1259.0,0.0,2620.0,0,0,2,2,4,2,12,1,1977,2,600.0,155.0,24.0,145.0,0.0,0.0,0.0,8300.0,8,2007,190000.0,True
1232,9,70.0,7728.0,5,6,1962,1962,120.0,803.0,0.0,303.0,1106.0,1190.0,0.0,0.0,1190.0,1,0,1,0,3,1,6,0,1962,2,540.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5,2006,132500.0,True
